rosrun simple_controller R3.py
[INFO] [1550382016.022346, 84.309000]: Got Status:
[INFO] [1550382484.917346, 123.738000]: 0
[INFO] [1550382484.917685, 123.738000]: 3
[INFO] [1550382484.918118, 123.738000]: Published Position
[INFO] [1550382486.980809, 123.938000]: Published Status
[INFO] [1550382488.965785, 124.138000]: Waiting for Status:
[INFO] [1550382498.386853, 124.738000]: Got Status:
[INFO] [1550382498.387339, 124.738000]: 3
[INFO] [1550382498.388616, 124.738000]: Got Nextiteration points
[INFO] [1550382498.389413, 124.738000]: Points of Robot 1
[INFO] [1550382498.392380, 124.739000]: 2.25
[INFO] [1550382498.393104, 124.739000]: 3.99
[INFO] [1550382498.393959, 124.739000]: Goal Position:
[INFO] [1550382498.398093, 124.739000]: 2.3414643665
[INFO] [1550382498.399266, 124.739000]: 3.89814249419
[INFO] [1550382498.400259, 124.739000]: FinishedIteration
[INFO] [1550382498.401443, 124.740000]: 0
[INFO] [1550382498.402326, 124.740000]: 4
[INFO] [1550382498.404669, 124.740000]: Published Position
[INFO] [1550382498.406670, 124.740000]: Published Status
[INFO] [1550382500.318353, 124.905000]: Got Location from Robot1
[INFO] [1550382500.318822, 124.905000]: 2.26@4.05
[INFO] [1550382500.709830, 124.940000]: Waiting for Status:
[INFO] [1550382510.042408, 125.539000]: Got Status:
[INFO] [1550382510.042742, 125.539000]: 3
[INFO] [1550382510.046980, 125.539000]: Got Nextiteration points
[INFO] [1550382510.050813, 125.539000]: Points of Robot 1
[INFO] [1550382510.051534, 125.539000]: 2.26
[INFO] [1550382510.052034, 125.539000]: 4.05
[INFO] [1550382510.052502, 125.539000]: Goal Position:
[INFO] [1550382510.053324, 125.539000]: 2.34746218252
[INFO] [1550382510.054157, 125.539000]: 3.93414382356
[INFO] [1550382510.054735, 125.539000]: FinishedIteration
[INFO] [1550382510.056248, 125.540000]: 0
[INFO] [1550382510.057630, 125.540000]: 5
[INFO] [1550382510.061690, 125.540000]: Published Position
[INFO] [1550382510.062667, 125.540000]: Published Status
[INFO] [1550382510.064410, 125.540000]: Waiting for Status:
[INFO] [1550382512.622644, 125.704000]: Got Location from Robot1
[INFO] [1550382512.623007, 125.704000]: 2.26@4.05
[INFO] [1550382522.626825, 126.339000]: Got Status:
[INFO] [1550382522.627248, 126.339000]: 3
[INFO] [1550382522.628544, 126.340000]: Got Nextiteration points
[INFO] [1550382522.631884, 126.340000]: Points of Robot 1
[INFO] [1550382522.632880, 126.340000]: 2.26
[INFO] [1550382522.633757, 126.340000]: 4.05
[INFO] [1550382522.634671, 126.340000]: Goal Position:
[INFO] [1550382522.635570, 126.340000]: 2.34745957596
[INFO] [1550382522.636524, 126.340000]: 3.93414486554
[INFO] [1550382522.638837, 126.341000]: FinishedIteration
[INFO] [1550382522.640989, 126.341000]: 0
[INFO] [1550382522.644066, 126.341000]: 6
[INFO] [1550382522.646717, 126.341000]: Published Position
[INFO] [1550382522.647718, 126.341000]: Published Status
[INFO] [1550382524.529077, 126.505000]: Got Location from Robot1
[INFO] [1550382524.529790, 126.505000]: 2.26@4.05
[INFO] [1550382524.937188, 126.541000]: Waiting for Status:
[INFO] [1550382531.250886, 126.938000]: Got Status:
[INFO] [1550382531.251299, 126.938000]: 3
[INFO] [1550382531.252142, 126.938000]: Got Nextiteration points
[INFO] [1550382531.254580, 126.939000]: Points of Robot 1
[INFO] [1550382531.256505, 126.939000]: 2.26
[INFO] [1550382531.257463, 126.939000]: 4.05
[INFO] [1550382531.258267, 126.939000]: Goal Position:
[INFO] [1550382531.259881, 126.939000]: 2.34745727921
[INFO] [1550382531.260732, 126.939000]: 3.93414596792
[INFO] [1550382531.262436, 126.939000]: FinishedIteration
[INFO] [1550382531.263657, 126.939000]: 0
[INFO] [1550382531.265133, 126.940000]: 7
[INFO] [1550382531.268518, 126.940000]: Published Position
[INFO] [1550382531.269544, 126.940000]: Published Status
[INFO] [1550382531.279534, 126.941000]: Waiting for Status:
[INFO] [1550382533.546009, 127.104000]: Got Location from Robot1
[INFO] [1550382533.546373, 127.104000]: 2.26@4.05
